,Transcript_Num,pred_1,pred_2,pred_3
3574,3574,confident up,confident up,unconfident up
3575,3575,unconfident up,unconfident up,unconfident up
3576,3576,confident up,confident up,confident up
3577,3577,unconfident up,confident up,unconfident up
3578,3578,confident up,unconfident up,unconfident up
3579,3579,unconfident down,confident down,unconfident up
3580,3580,confident up,confident up,confident up
3581,3581,unconfident up,confident up,unconfident up
3582,3582,unconfident up,unconfident up,confident up
3583,3583,unconfident down,unconfident up,unconfident up
3584,3584,confident down,confident down,unconfident down
3585,3585,confident up,confident up,confident up
3586,3586,unconfident down,unconfident up,unconfident down
3587,3587,confident up,confident up,unconfident down
3588,3588,unconfident up,unconfident down,unconfident up
3589,3589,unconfident up,confident up,unconfident up
3590,3590,unconfident up,unconfident down,confident up
3591,3591,confident up,confident up,unconfident up
3592,3592,unconfident up,unconfident up,unconfident up
3593,3593,confident up,confident up,confident up
3594,3594,confident up,confident up,confident up
3595,3595,confident down,unconfident down,confident up
3596,3596,confident up,unconfident down,confident up
3597,3597,unconfident down,confident up,confident up
3598,3598,unconfident down,unconfident up,unconfident up
3599,3599,confident up,confident up,confident up
3600,3600,unconfident down,unconfident up,unconfident up
3601,3601,confident up,unconfident up,unconfident up
3602,3602,unconfident up,unconfident down,unconfident up
3603,3603,unconfident up,unconfident up,confident up
3604,3604,confident up,unconfident up,unconfident up
3605,3605,unconfident down,unconfident down,unconfident up
3606,3606,confident up,unconfident up,confident up
3607,3607,confident up,confident up,confident up
3608,3608,unconfident up,confident up,unconfident down
3609,3609,confident up,unconfident down,confident down
3610,3610,unconfident down,unconfident down,unconfident down
3611,3611,unconfident up,unconfident up,confident up
3612,3612,confident down,confident up,confident up
3613,3613,unconfident up,unconfident up,unconfident down
3614,3614,unconfident up,unconfident down,confident up
3615,3615,unconfident up,confident up,unconfident up
3616,3616,unconfident down,unconfident up,confident down
3617,3617,confident up,unconfident up,unconfident up
3618,3618,confident up,unconfident up,confident up
3619,3619,unconfident down,unconfident up,unconfident up
3620,3620,unconfident down,unconfident down,unconfident up
3621,3621,confident up,unconfident up,confident up
3622,3622,confident up,confident up,unconfident up
3623,3623,unconfident up,confident up,confident up
3624,3624,unconfident down,unconfident down,unconfident down
3625,3625,unconfident up,confident up,unconfident up
3626,3626,confident up,confident up,confident up
3627,3627,unconfident up,unconfident up,unconfident up
3628,3628,unconfident down,unconfident down,confident down
3629,3629,confident up,confident up,confident up
3630,3630,confident up,confident up,unconfident down
3631,3631,confident up,confident up,confident up
3632,3632,confident up,confident up,confident up
3633,3633,confident up,confident up,unconfident up
3634,3634,unconfident down,unconfident up,confident up
3635,3635,unconfident up,confident up,unconfident down
3636,3636,unconfident up,unconfident up,confident up
3637,3637,unconfident up,confident up,confident up
3638,3638,unconfident up,unconfident down,confident up
3639,3639,unconfident up,unconfident down,unconfident down
3640,3640,confident up,confident up,unconfident down
3641,3641,confident up,unconfident up,unconfident up
3642,3642,confident up,confident up,confident up
3643,3643,unconfident down,unconfident down,unconfident up
3644,3644,unconfident down,unconfident down,confident up
3645,3645,confident up,confident up,confident up
3646,3646,unconfident down,unconfident down,confident up
3647,3647,confident up,unconfident up,unconfident up
3648,3648,unconfident up,unconfident up,confident up
3649,3649,confident up,confident up,confident up
3650,3650,unconfident up,confident up,confident up
3651,3651,unconfident up,unconfident down,unconfident down
3652,3652,confident up,confident up,confident up
3653,3653,unconfident down,unconfident up,unconfident up
3654,3654,unconfident down,unconfident up,confident up
3655,3655,confident up,confident up,confident up
3656,3656,unconfident up,confident up,confident up
3657,3657,unconfident up,confident up,unconfident up
3658,3658,unconfident up,unconfident down,unconfident down
3659,3659,confident up,unconfident down,unconfident up
3660,3660,unconfident up,unconfident down,unconfident up
3661,3661,confident up,confident up,confident up
3662,3662,unconfident down,unconfident up,confident up
3663,3663,confident up,unconfident up,unconfident up
3664,3664,confident up,confident up,confident up
3665,3665,unconfident up,confident up,unconfident down
3666,3666,unconfident down,unconfident down,confident up
3667,3667,unconfident down,unconfident up,unconfident down
3668,3668,confident up,confident up,unconfident up
3669,3669,unconfident up,unconfident down,unconfident down
3670,3670,confident up,unconfident up,confident up
3671,3671,unconfident up,confident up,confident up
3672,3672,unconfident down,confident up,unconfident down
3673,3673,unconfident up,unconfident down,unconfident down
3674,3674,unconfident down,unconfident down,unconfident up
3675,3675,unconfident up,unconfident up,unconfident up
3676,3676,unconfident up,unconfident up,unconfident up
3677,3677,confident up,confident up,confident up
3678,3678,confident up,unconfident up,confident up
3679,3679,confident up,unconfident up,unconfident up
3680,3680,unconfident up,unconfident up,confident up
3681,3681,unconfident up,unconfident up,unconfident down
3682,3682,unconfident down,confident up,confident up
3683,3683,unconfident down,confident up,unconfident down
3684,3684,unconfident down,confident up,unconfident down
3685,3685,unconfident up,unconfident up,confident up
3686,3686,confident up,confident down,confident up
3687,3687,confident up,unconfident up,unconfident down
3688,3688,unconfident down,confident down,unconfident up
3689,3689,confident up,confident up,unconfident up
3690,3690,confident up,confident up,confident up
3691,3691,unconfident up,unconfident up,unconfident up
3692,3692,confident up,unconfident down,unconfident up
3693,3693,confident up,unconfident down,unconfident down
3694,3694,confident up,unconfident up,confident up
3695,3695,unconfident down,unconfident down,unconfident down
3696,3696,unconfident up,confident up,confident up
3697,3697,confident up,confident up,confident up
3698,3698,confident up,confident up,unconfident up
3699,3699,confident up,confident up,confident up
3700,3700,unconfident down,confident up,confident up
3701,3701,unconfident down,confident down,unconfident down
3702,3702,unconfident up,unconfident up,unconfident up
3703,3703,unconfident down,unconfident up,confident up
3704,3704,unconfident up,unconfident down,unconfident down
3705,3705,confident up,unconfident down,unconfident up
3706,3706,unconfident up,confident up,confident up
3707,3707,unconfident up,confident up,confident up
3708,3708,confident up,confident up,unconfident up
3709,3709,confident up,unconfident down,confident up
3710,3710,unconfident up,unconfident up,confident up
3711,3711,confident up,confident up,confident up
3712,3712,unconfident up,confident up,confident up
3713,3713,confident up,unconfident up,confident up
3714,3714,confident up,confident up,unconfident up
3715,3715,confident up,confident up,unconfident up
3716,3716,confident up,confident up,unconfident up
3717,3717,confident up,confident up,confident up
3718,3718,confident up,unconfident down,unconfident up
3719,3719,unconfident up,unconfident up,unconfident down
3720,3720,unconfident up,confident up,confident up
3721,3721,confident up,confident up,unconfident down
3722,3722,confident up,unconfident up,confident up
3723,3723,unconfident up,confident up,unconfident down
3724,3724,confident up,confident up,unconfident up
3725,3725,confident up,confident up,unconfident up
3726,3726,confident up,confident up,confident up
3727,3727,unconfident up,unconfident up,unconfident up
3728,3728,unconfident up,unconfident up,confident up
3729,3729,confident up,unconfident down,confident up
3730,3730,unconfident up,confident up,unconfident up
3731,3731,unconfident up,unconfident up,unconfident down
3732,3732,confident up,confident down,unconfident down
3733,3733,confident up,confident up,confident up
3734,3734,confident up,confident up,confident up
3735,3735,unconfident up,confident up,confident up
3736,3736,confident up,confident up,unconfident up
3737,3737,unconfident down,confident down,confident up
3738,3738,unconfident up,confident up,unconfident up
3739,3739,unconfident down,confident up,confident up
3740,3740,confident up,unconfident up,unconfident down
3741,3741,confident up,confident up,confident up
3742,3742,confident up,confident up,confident up
3743,3743,unconfident up,unconfident down,confident down
3744,3744,unconfident up,unconfident up,unconfident up
3745,3745,confident up,unconfident up,unconfident up
3746,3746,confident up,confident up,unconfident up
3747,3747,unconfident up,confident down,unconfident down
3748,3748,confident up,confident up,confident up
3749,3749,unconfident up,confident up,confident up
3750,3750,unconfident down,unconfident up,unconfident up
3751,3751,unconfident up,unconfident down,confident up
3752,3752,confident down,confident down,confident down
3753,3753,confident up,unconfident down,unconfident down
3754,3754,unconfident down,confident up,unconfident up
3755,3755,confident down,confident up,unconfident up
